"Date","Price","Open","High","Low","Vol.","Change %"
"07/11/2025","64.81","64.70","66.15","64.40","9.79M","0.61%"
"07/10/2025","64.42","64.35","65.25","63.85","7.68M","0.17%"
"07/09/2025","64.31","65.10","65.50","64.00","9.23M","-1.24%"
"07/08/2025","65.12","65.10","66.20","64.75","9.32M","-0.23%"
"07/07/2025","65.27","66.10","66.70","65.01","10.02M","-1.23%"
"07/04/2025","66.08","64.55","67.00","63.60","13.60M","0.82%"
"07/03/2025","65.54","66.40","67.00","64.70","22.63M","-3.69%"
"07/02/2025","68.05","69.50","69.63","67.35","15.01M","-2.27%"
"07/01/2025","69.63","70.19","70.90","68.01","15.83M","-0.94%"
"06/30/2025","70.29","70.34","70.90","69.18","23.48M","1.60%"
"06/27/2025","69.18","66.48","69.50","65.55","31.10M","3.87%"
"06/26/2025","66.60","66.80","68.25","65.65","24.84M","-0.22%"
"06/25/2025","66.75","64.17","66.75","63.60","27.91M","4.99%"
"06/24/2025","63.58","64.00","64.55","63.10","17.54M","1.57%"
"06/23/2025","62.60","62.12","63.44","61.40","16.94M","-1.49%"
"06/20/2025","63.55","62.60","65.00","61.01","24.27M","0.05%"
"06/19/2025","63.52","65.80","66.90","63.46","26.27M","-4.91%"
"06/18/2025","66.80","62.02","66.81","60.44","43.55M","4.98%"
"06/17/2025","63.63","66.00","66.10","63.63","22.30M","-5.00%"
"06/16/2025","66.98","67.50","69.00","64.67","151.52M","-0.10%"
"06/13/2025","67.05","67.00","69.18","66.60","153.75M","-3.83%"
"06/12/2025","69.72","71.00","72.20","68.05","219.77M","-2.17%"
"06/11/2025","71.27","73.18","76.49","70.39","460.35M","0.04%"
"06/10/2025","71.24","65.69","72.23","65.35","496.22M","10.24%"
"06/09/2025","64.62","62.28","64.95","62.20","188.00M","4.83%"
"06/06/2025","61.64","61.39","63.25","61.00","136.47M","1.23%"
"06/05/2025","60.89","60.10","63.43","59.90","169.28M","-0.07%"
"06/04/2025","60.93","59.00","62.10","58.54","244.78M","3.46%"
"06/03/2025","58.89","61.98","62.42","58.51","168.54M","-4.97%"
"06/02/2025","61.97","58.64","62.80","58.55","464.24M","6.66%"
"05/30/2025","58.10","52.48","60.50","52.17","533.95M","11.26%"
"05/29/2025","52.22","51.25","53.10","50.76","149.48M","3.55%"
"05/28/2025","50.43","52.50","52.72","50.21","95.40M","-3.09%"
"05/27/2025","52.04","50.93","52.39","49.73","159.94M","2.68%"
"05/26/2025","50.68","52.90","55.10","50.10","237.11M","-2.35%"
"05/23/2025","51.90","45.00","53.10","44.40","429.24M","16.39%"
"05/22/2025","44.59","45.00","45.70","43.85","42.54M","-0.80%"
"05/21/2025","44.95","44.97","45.40","44.43","37.31M","0.49%"
"05/20/2025","44.73","46.05","46.81","44.52","59.56M","-2.10%"
"05/19/2025","45.69","45.45","46.73","45.25","52.98M","1.38%"
"05/16/2025","45.07","44.40","45.37","43.86","66.26M","1.74%"
"05/15/2025","44.30","44.50","45.10","44.00","42.28M","-0.02%"
"05/14/2025","44.31","43.71","44.60","43.51","51.94M","1.84%"
"05/13/2025","43.51","43.00","44.20","42.56","72.44M","1.73%"
"05/12/2025","42.77","42.40","43.92","41.26","164.81M","10.66%"
"05/09/2025","38.65","37.35","38.89","37.00","46.57M","1.02%"
"05/08/2025","38.26","39.70","40.10","37.85","35.50M","-2.17%"
"05/07/2025","39.11","37.50","39.66","37.41","42.65M","2.25%"
"05/06/2025","38.25","40.89","41.14","38.12","43.93M","-6.11%"
"05/05/2025","40.74","40.79","41.20","39.89","34.45M","1.52%"
"05/02/2025","40.13","40.75","41.55","40.06","46.50M","0.35%"
"04/30/2025","39.99","41.21","41.64","39.60","38.77M","-2.49%"
"04/29/2025","41.01","41.80","42.62","40.82","42.95M","-0.85%"
"04/28/2025","41.36","41.36","42.04","40.72","37.01M","0.00%"
"04/25/2025","41.36","44.56","44.90","40.91","76.76M","-6.78%"
"04/24/2025","44.37","43.50","46.85","43.19","108.97M","1.93%"
"04/23/2025","43.53","43.82","44.13","42.36","36.76M","-0.09%"
"04/22/2025","43.57","44.35","44.89","43.32","38.25M","-1.47%"
"04/21/2025","44.22","42.35","44.67","42.05","65.65M","4.96%"
"04/17/2025","42.13","41.95","42.97","41.66","34.31M","0.72%"
"04/16/2025","41.83","41.85","42.58","41.53","28.57M","0.48%"
"04/15/2025","41.63","40.25","42.62","40.15","37.74M","4.00%"
"04/11/2025","40.03","40.50","40.65","39.20","27.79M","2.64%"
"04/09/2025","39.00","39.80","40.45","38.61","25.02M","-2.08%"
"04/08/2025","39.83","40.80","41.07","39.35","24.44M","2.08%"
"04/07/2025","39.02","35.64","39.44","35.11","47.79M","-5.63%"
"04/04/2025","41.35","43.10","43.40","41.06","35.28M","-4.19%"
"04/03/2025","43.16","41.96","44.48","41.91","57.38M","2.01%"
"04/02/2025","42.31","41.93","42.76","41.05","31.20M","0.76%"
"04/01/2025","41.99","41.95","43.34","41.61","34.63M","-2.30%"
"03/28/2025","42.98","43.17","44.76","42.40","84.94M","0.02%"
"03/27/2025","42.97","39.39","43.60","38.72","84.10M","8.87%"
"03/26/2025","39.47","37.12","41.40","36.89","101.79M","5.96%"
"03/25/2025","37.25","38.58","38.60","36.73","23.12M","-2.51%"
"03/24/2025","38.21","38.20","38.86","37.80","24.37M","1.03%"
"03/21/2025","37.82","36.46","38.10","36.45","29.35M","3.76%"
"03/20/2025","36.45","38.11","38.29","36.30","25.55M","-3.37%"
"03/19/2025","37.72","35.11","38.35","35.11","43.89M","8.39%"
"03/18/2025","34.80","33.45","34.99","33.45","23.35M","5.39%"
"03/17/2025","33.02","33.75","33.95","32.90","16.76M","-1.11%"
"03/13/2025","33.39","34.18","34.65","33.32","16.25M","-0.74%"
"03/12/2025","33.64","34.30","34.89","33.30","15.48M","-1.06%"
"03/11/2025","34.00","34.09","34.34","33.35","17.07M","-1.22%"
"03/10/2025","34.42","36.25","36.75","34.05","19.88M","-4.50%"
"03/07/2025","36.04","35.30","36.37","34.94","29.89M","2.42%"
"03/06/2025","35.19","35.15","36.14","34.44","36.41M","1.53%"
"03/05/2025","34.66","33.20","34.82","33.20","22.57M","4.78%"
"03/04/2025","33.08","32.10","33.90","32.05","25.68M","0.49%"
"03/03/2025","32.92","33.46","34.48","31.27","32.48M","-1.02%"
"02/28/2025","33.26","34.33","34.76","33.00","27.89M","-4.29%"
"02/27/2025","34.75","36.70","36.89","34.40","20.81M","-4.85%"
"02/25/2025","36.52","37.00","37.55","36.21","10.97M","-0.76%"
"02/24/2025","36.80","37.40","37.55","36.70","11.57M","-2.39%"
"02/21/2025","37.70","37.99","39.15","37.52","15.68M","-1.21%"
"02/20/2025","38.16","37.90","38.65","37.50","13.74M","0.55%"
"02/19/2025","37.95","36.28","38.40","36.05","19.02M","3.18%"
"02/18/2025","36.78","37.15","37.44","36.07","14.31M","-0.43%"
"02/17/2025","36.94","37.19","37.89","35.91","23.85M","-0.89%"
"02/14/2025","37.27","39.59","39.75","36.67","29.11M","-5.79%"
"02/13/2025","39.56","39.65","40.80","39.10","18.22M","0.28%"
"02/12/2025","39.45","39.01","40.28","37.12","30.84M","0.92%"
"02/11/2025","39.09","41.00","41.00","38.62","21.42M","-4.66%"
"02/10/2025","41.00","42.40","42.59","39.76","23.47M","-2.01%"
"02/07/2025","41.84","42.60","43.39","41.51","30.24M","-1.30%"
"02/06/2025","42.39","41.36","43.94","40.96","72.71M","6.19%"
"02/05/2025","39.92","40.20","40.95","39.52","16.43M","0.05%"
"02/04/2025","39.90","38.45","39.90","38.31","22.12M","5.00%"
"02/03/2025","38.00","38.55","38.85","37.62","11.82M","-2.81%"
"02/01/2025","39.10","40.23","40.48","38.50","16.35M","-2.47%"
"01/31/2025","40.09","38.83","40.40","38.57","12.69M","3.67%"
"01/30/2025","38.67","38.81","39.75","38.21","14.30M","0.05%"
"01/29/2025","38.65","37.60","38.69","37.35","12.07M","4.88%"
"01/28/2025","36.85","36.72","38.18","35.19","22.10M","0.38%"
"01/27/2025","36.71","38.49","38.50","36.59","15.15M","-4.70%"
"01/24/2025","38.52","39.52","40.00","38.31","8.23M","-2.80%"
"01/23/2025","39.63","40.09","40.54","39.31","8.59M","0.46%"
"01/22/2025","39.45","40.50","41.00","38.54","14.97M","-1.65%"
"01/21/2025","40.11","41.39","41.58","39.86","11.49M","-1.64%"
"01/20/2025","40.78","42.39","42.70","40.43","24.42M","-3.04%"
"01/17/2025","42.06","41.50","42.95","41.10","20.35M","2.09%"
"01/16/2025","41.20","40.05","41.20","40.05","17.56M","4.99%"
"01/15/2025","39.24","38.94","40.45","38.43","19.72M","0.93%"
"01/14/2025","38.88","37.39","38.88","36.49","22.42M","5.00%"
"01/13/2025","37.03","38.39","39.50","37.03","21.07M","-5.00%"
"01/10/2025","38.98","40.26","40.99","38.80","37.69M","-3.18%"
"01/09/2025","40.26","42.36","42.36","40.26","15.80M","-5.00%"
"01/08/2025","42.38","43.40","43.50","41.56","17.71M","-2.35%"
"01/07/2025","43.40","42.85","44.19","42.50","24.61M","-0.25%"
"01/06/2025","43.51","45.80","46.10","43.51","36.74M","-5.00%"
"01/03/2025","45.80","46.19","47.25","45.60","25.17M","-1.06%"
"01/02/2025","46.29","44.92","46.69","44.15","38.97M","3.49%"
"01/01/2025","44.73","42.89","44.73","42.60","33.01M","5.00%"
"12/31/2024","42.60","41.65","42.79","41.40","16.85M","1.79%"
"12/30/2024","41.85","43.00","43.87","41.26","12.74M","-3.04%"
"12/27/2024","43.16","45.60","45.62","42.95","7.83M","-2.20%"
"12/26/2024","44.13","44.44","45.38","44.05","6.27M","-0.70%"
"12/24/2024","44.44","43.93","45.19","43.55","8.18M","1.48%"
"12/23/2024","43.79","44.98","45.47","43.60","9.91M","-2.15%"
"12/20/2024","44.75","47.80","47.89","44.60","15.89M","-4.62%"
"12/19/2024","46.92","43.51","47.12","43.01","17.00M","4.55%"
"12/18/2024","44.88","46.85","47.24","44.80","10.10M","-3.92%"
"12/17/2024","46.71","46.99","48.00","46.00","13.40M","-1.10%"
"12/16/2024","47.23","47.70","48.50","46.50","14.40M","-0.46%"
"12/13/2024","47.45","46.60","48.00","44.55","21.12M","2.62%"
"12/12/2024","46.24","46.24","46.24","45.72","24.74M","5.00%"
"12/11/2024","44.04","45.30","45.30","43.90","11.94M","-1.83%"
"12/10/2024","44.86","44.80","45.15","42.50","19.55M","1.06%"
"12/09/2024","44.39","45.39","45.94","43.50","14.25M","-0.22%"
"12/06/2024","44.49","43.80","45.25","43.20","22.58M","3.13%"
"12/05/2024","43.14","42.90","43.14","42.10","27.78M","4.99%"
"12/04/2024","41.09","41.09","41.09","41.09","7.79M","4.98%"
"12/03/2024","39.14","38.89","39.40","38.60","8.20M","0.69%"
"12/02/2024","38.87","38.70","39.00","37.35","7.61M","0.44%"
"11/29/2024","38.70","40.00","40.00","38.30","12.36M","-3.25%"
"11/28/2024","40.00","39.14","40.02","38.48","21.16M","4.93%"
"11/27/2024","38.12","37.45","38.12","36.00","13.57M","4.98%"
"11/26/2024","36.31","34.60","36.31","34.45","9.18M","4.97%"
"11/25/2024","34.59","35.93","36.80","34.25","15.89M","-1.31%"
"11/22/2024","35.05","34.90","35.60","33.81","9.76M","2.25%"
"11/21/2024","34.28","35.60","35.60","34.06","13.78M","-4.09%"
"11/19/2024","35.74","34.05","35.83","33.30","12.86M","4.72%"
"11/18/2024","34.13","35.93","36.00","34.13","18.81M","-5.01%"
